Region,Country Code,Year,Population
UN development groups,1803,2026,...
UN development groups,1803,2027,...
UN development groups,1803,2028,...
UN development groups,1803,2029,...
UN development groups,1803,2030,...
UN development groups,1803,2031,...
UN development groups,1803,2032,...
UN development groups,1803,2033,...
UN development groups,1803,2034,...
UN development groups,1803,2035,...
UN development groups,1803,2036,...
UN development groups,1803,2037,...
UN development groups,1803,2038,...
UN development groups,1803,2039,...
UN development groups,1803,2040,...
UN development groups,1803,2041,...
UN development groups,1803,2042,...
UN development groups,1803,2043,...
UN development groups,1803,2044,...
UN development groups,1803,2045,...
UN development groups,1803,2046,...
UN development groups,1803,2047,...
UN development groups,1803,2048,...
UN development groups,1803,2049,...
UN development groups,1803,2050,...
UN development groups,1803,2051,...
UN development groups,1803,2052,...
UN development groups,1803,2053,...
UN development groups,1803,2054,...
UN development groups,1803,2055,...
UN development groups,1803,2056,...
UN development groups,1803,2057,...
UN development groups,1803,2058,...
UN development groups,1803,2059,...
UN development groups,1803,2060,...
UN development groups,1803,2061,...
UN development groups,1803,2062,...
UN development groups,1803,2063,...
UN development groups,1803,2064,...
UN development groups,1803,2065,...
UN development groups,1803,2066,...
UN development groups,1803,2067,...
UN development groups,1803,2068,...
UN development groups,1803,2069,...
UN development groups,1803,2070,...
UN development groups,1803,2071,...
UN development groups,1803,2072,...
UN development groups,1803,2073,...
UN development groups,1803,2074,...
UN development groups,1803,2075,...
UN development groups,1803,2076,...
UN development groups,1803,2077,...
UN development groups,1803,2078,...
UN development groups,1803,2079,...
UN development groups,1803,2080,...
UN development groups,1803,2081,...
UN development groups,1803,2082,...
UN development groups,1803,2083,...
UN development groups,1803,2084,...
UN development groups,1803,2085,...
UN development groups,1803,2086,...
UN development groups,1803,2087,...
UN development groups,1803,2088,...
UN development groups,1803,2089,...
UN development groups,1803,2090,...
UN development groups,1803,2091,...
UN development groups,1803,2092,...
UN development groups,1803,2093,...
UN development groups,1803,2094,...
UN development groups,1803,2095,...
UN development groups,1803,2096,...
UN development groups,1803,2097,...
UN development groups,1803,2098,...
UN development groups,1803,2099,...
UN development groups,1803,2100,...
More developed regions,901,2020,1273304.261
More developed regions,901,2021,1274949.607
More developed regions,901,2022,1276278.327
More developed regions,901,2023,1277296.507
More developed regions,901,2024,1278010.66
More developed regions,901,2025,1278428.569
More developed regions,901,2026,1278558.792
More developed regions,901,2027,1278411.095
More developed regions,901,2028,1277995.696
More developed regions,901,2029,1277323.626
More developed regions,901,2030,1276405.726
More developed regions,901,2031,1275252.621
More developed regions,901,2032,1273873.307
More developed regions,901,2033,1272275.776
More developed regions,901,2034,1270466.827
More developed regions,901,2035,1268455.114
More developed regions,901,2036,1266248.926
More developed regions,901,2037,1263860.29
More developed regions,901,2038,1261304.042
More developed regions,901,2039,1258597.15
More developed regions,901,2040,1255754.87
More developed regions,901,2041,1252787.582
More developed regions,901,2042,1249703.557
More developed regions,901,2043,1246511.826
More developed regions,901,2044,1243220.901
More developed regions,901,2045,1239838.566
More developed regions,901,2046,1236373.08
More developed regions,901,2047,1232832.134
More developed regions,901,2048,1229221.867
More developed regions,901,2049,1225547.52
More developed regions,901,2050,1221814.389
More developed regions,901,2051,1218029.251
More developed regions,901,2052,1214197.86
More developed regions,901,2053,1210324.083
More developed regions,901,2054,1206410.431
More developed regions,901,2055,1202460.547
More developed regions,901,2056,1198479.883
More developed regions,901,2057,1194474.724
More developed regions,901,2058,1190451.414
More developed regions,901,2059,1186416.508
More developed regions,901,2060,1182376.619
More developed regions,901,2061,1178337.1
More developed regions,901,2062,1174304.384
More developed regions,901,2063,1170286.539
More developed regions,901,2064,1166292.304
More developed regions,901,2065,1162329.403
More developed regions,901,2066,1158403.408
More developed regions,901,2067,1154519.122
More developed regions,901,2068,1150683.298
More developed regions,901,2069,1146902.463
More developed regions,901,2070,1143182.401
More developed regions,901,2071,1139526.309
More developed regions,901,2072,1135936.721
More developed regions,901,2073,1132416.358
More developed regions,901,2074,1128967.031
More developed regions,901,2075,1125590.006
More developed regions,901,2076,1122285.794
More developed regions,901,2077,1119053.452
More developed regions,901,2078,1115890.372
More developed regions,901,2079,1112792.725
More developed regions,901,2080,1109756.518
More developed regions,901,2081,1106779.411
More developed regions,901,2082,1103858.405
More developed regions,901,2083,1100987.804
More developed regions,901,2084,1098160.877
More developed regions,901,2085,1095371.66
More developed regions,901,2086,1092616.851
More developed regions,901,2087,1089893.189
More developed regions,901,2088,1087194.246
More developed regions,901,2089,1084513.09
More developed regions,901,2090,1081844.457
More developed regions,901,2091,1079184.949
More developed regions,901,2092,1076533.281
More developed regions,901,2093,1073889.794
More developed regions,901,2094,1071255.356
More developed regions,901,2095,1068630.72
More developed regions,901,2096,1066016.667
More developed regions,901,2097,1063413.511
More developed regions,901,2098,1060821.329
More developed regions,901,2099,1058239.865
More developed regions,901,2100,1055668.415
Less developed regions,902,2020,6521494.468
Less developed regions,902,2021,6601485.236
Less developed regions,902,2022,6681474.486
Less developed regions,902,2023,6761393.852
Less developed regions,902,2024,6841188.234
Less developed regions,902,2025,6920815.543
Less developed regions,902,2026,7000247.915
Less developed regions,902,2027,7079470.01600001
Less developed regions,902,2028,7158478.844
Less developed regions,902,2029,7237281.093
Less developed regions,902,2030,7315886.54
Less developed regions,902,2031,7394300.756
Less developed regions,902,2032,7472519.306
Less developed regions,902,2033,7550525.186
Less developed regions,902,2034,7628295.797
Less developed regions,902,2035,7705825.466
Less developed regions,902,2036,7783139.297
Less developed regions,902,2037,7860281.189
Less developed regions,902,2038,7937292.027
Less developed regions,902,2039,8014221.799
Less developed regions,902,2040,8091129.958
Less developed regions,902,2041,8168072.397
Less developed regions,902,2042,8245124.848
Less developed regions,902,2043,8322395.484
Less developed regions,902,2044,8400010.245
Less developed regions,902,2045,8478088.30399999
Less developed regions,902,2046,8556720.445
Less developed regions,902,2047,8635994.035
Less developed regions,902,2048,8716022.793
Less developed regions,902,2049,8796925.94299999
Less developed regions,902,2050,8878816.712
Less developed regions,902,2051,8961794.836
Less developed regions,902,2052,9045952.589
Less developed regions,902,2053,9131384.393
Less developed regions,902,2054,9218182.18399999
Less developed regions,902,2055,9306436.443
Less developed regions,902,2056,9396244.872
Less developed regions,902,2057,9487698.674
Less developed regions,902,2058,9580873.737
Less developed regions,902,2059,9675840.05100001
Less developed regions,902,2060,9772674.59299999
Less developed regions,902,2061,9871473.707
Less developed regions,902,2062,9972337.893
Less developed regions,902,2063,10075354.212
Less developed regions,902,2064,10180608.942
Less developed regions,902,2065,10288196.787
Less developed regions,902,2066,10398225.18
Less developed regions,902,2067,10510811.352
Less developed regions,902,2068,10626076.461
Less developed regions,902,2069,10744148.31
Less developed regions,902,2070,10865157.002
Less developed regions,902,2071,10989225.138
Less developed regions,902,2072,11116485.371
Less developed regions,902,2073,11247093.293
Less developed regions,902,2074,11381214.809
Less developed regions,902,2075,11519008.493
Less developed regions,902,2076,11660610.088
Less developed regions,902,2077,11806150.385
Less developed regions,902,2078,11955776.3
Less developed regions,902,2079,12109636.411
Less developed regions,902,2080,12267872.483
Less developed regions,902,2081,12430620.321
Less developed regions,902,2082,12598003.559
Less developed regions,902,2083,12770134.508
Less developed regions,902,2084,12947117.533
Less developed regions,902,2085,13129060.987
Less developed regions,902,2086,13316092.037
Less developed regions,902,2087,13508336.741
Less developed regions,902,2088,13705900.753
Less developed regions,902,2089,13908885.152
Less developed regions,902,2090,14117399.555
Less developed regions,902,2091,14331567.597
Less developed regions,902,2092,14551525.094
Less developed regions,902,2093,14777415.86
Less developed regions,902,2094,15009387.405
Less developed regions,902,2095,15247586.627
Less developed regions,902,2096,15492158.939
Less developed regions,902,2097,15743246.616
Less developed regions,902,2098,16000988.904
Less developed regions,902,2099,16265523.18
Less developed regions,902,2100,16536983.023
Least developed countries,941,2020,1057438.163
Least developed countries,941,2021,1082923.741
Least developed countries,941,2022,1109203.31
Least developed countries,941,2023,1136251.257
Least developed countries,941,2024,1164047.162
Least developed countries,941,2025,1192575.897
Least developed countries,941,2026,1221828.028
Least developed countries,941,2027,1251799.039
Least developed countries,941,2028,1282489.397
Least developed countries,941,2029,1313903.486
Least developed countries,941,2030,1346046.978
Least developed countries,941,2031,1378924.24
Least developed countries,941,2032,1412535.927
Least developed countries,941,2033,1446877.844
Least developed countries,941,2034,1481943.942
Least developed countries,941,2035,1517734.787
Least developed countries,941,2036,1554263.594
Least developed countries,941,2037,1591550.565
Least developed countries,941,2038,1629614.152
Least developed countries,941,2039,1668476.137
Least developed countries,941,2040,1708162.772
Least developed countries,941,2041,1748699.478
Least developed countries,941,2042,1790120.631
Least developed countries,941,2043,1832474.33
Least developed countries,941,2044,1875816.367
Least developed countries,941,2045,1920199.614
Least developed countries,941,2046,1965664.674
Least developed countries,941,2047,2012250.473
Least developed countries,941,2048,2060007.055
Least developed countries,941,2049,2108986.812
Least developed countries,941,2050,2159239.71
Least developed countries,941,2051,2210810.69
Least developed countries,941,2052,2263741.101
Least developed countries,941,2053,2318072.611
Least developed countries,941,2054,2373845.406
Least developed countries,941,2055,2431099.875
Least developed countries,941,2056,2489880.438
Least developed countries,941,2057,2550229.667
Least developed countries,941,2058,2612183.188
Least developed countries,941,2059,2675774.265
Least developed countries,941,2060,2741039.804
Least developed countries,941,2061,2808026.59
Least developed countries,941,2062,2876782.906
Least developed countries,941,2063,2947349.39
Least developed countries,941,2064,3019766.161
Least developed countries,941,2065,3094078.439
Least developed countries,941,2066,3170341.806
Least developed countries,941,2067,3248616.76
Least developed countries,941,2068,3328963.198
Least developed countries,941,2069,3411444.189
Least developed countries,941,2070,3496126.389
Least developed countries,941,2071,3583079.123
Least developed countries,941,2072,3672377.593
Least developed countries,941,2073,3764104.193
Least developed countries,941,2074,3858346.619
Least developed countries,941,2075,3955193.358
Least developed countries,941,2076,4054728.748
Least developed countries,941,2077,4157039.281
Least developed countries,941,2078,4262220.067
Least developed countries,941,2079,4370369.844
Least developed countries,941,2080,4481587.253
Least developed countries,941,2081,4595967.432
Least developed countries,941,2082,4713604.886
Least developed countries,941,2083,4834597.709
Least developed countries,941,2084,4959044.781
Least developed countries,941,2085,5087045.856
Least developed countries,941,2086,5218703.687
Least developed countries,941,2087,5354120.16
Least developed countries,941,2088,5493394.694
Least developed countries,941,2089,5636626.127
Least developed countries,941,2090,5783916.949
Least developed countries,941,2091,5935374.12
Least developed countries,941,2092,6091108.924
Least developed countries,941,2093,6251235.674
Least developed countries,941,2094,6415870.714
Least developed countries,941,2095,6585131.264
Least developed countries,941,2096,6759134.987
Least developed countries,941,2097,6937999.838
Least developed countries,941,2098,7121843.933
Least developed countries,941,2099,7310785.78
Least developed countries,941,2100,7504943.935
"Less developed regions, excluding least developed countries",934,2020,5464056.305
"Less developed regions, excluding least developed countries",934,2021,5518561.495
"Less developed regions, excluding least developed countries",934,2022,5572271.176
"Less developed regions, excluding least developed countries",934,2023,5625142.595
"Less developed regions, excluding least developed countries",934,2024,5677141.072
"Less developed regions, excluding least developed countries",934,2025,5728239.646
"Less developed regions, excluding least developed countries",934,2026,5778419.887
"Less developed regions, excluding least developed countries",934,2027,5827670.97700001
"Less developed regions, excluding least developed countries",934,2028,5875989.447
"Less developed regions, excluding least developed countries",934,2029,5923377.607
"Less developed regions, excluding least developed countries",934,2030,5969839.562
"Less developed regions, excluding least developed countries",934,2031,6015376.516
"Less developed regions, excluding least developed countries",934,2032,6059983.379
"Less developed regions, excluding least developed countries",934,2033,6103647.342
"Less developed regions, excluding least developed countries",934,2034,6146351.855
"Less developed regions, excluding least developed countries",934,2035,6188090.679
"Less developed regions, excluding least developed countries",934,2036,6228875.703
"Less developed regions, excluding least developed countries",934,2037,6268730.624
"Less developed regions, excluding least developed countries",934,2038,6307677.875
"Less developed regions, excluding least developed countries",934,2039,6345745.662
"Less developed regions, excluding least developed countries",934,2040,6382967.186
"Less developed regions, excluding least developed countries",934,2041,6419372.919
"Less developed regions, excluding least developed countries",934,2042,6455004.217
"Less developed regions, excluding least developed countries",934,2043,6489921.154
"Less developed regions, excluding least developed countries",934,2044,6524193.878
"Less developed regions, excluding least developed countries",934,2045,6557888.69
"Less developed regions, excluding least developed countries",934,2046,6591055.771
"Less developed regions, excluding least developed countries",934,2047,6623743.562
"Less developed regions, excluding least developed countries",934,2048,6656015.738
"Less developed regions, excluding least developed countries",934,2049,6687939.131
"Less developed regions, excluding least developed countries",934,2050,6719577.002
"Less developed regions, excluding least developed countries",934,2051,6750984.146
"Less developed regions, excluding least developed countries",934,2052,6782211.488
"Less developed regions, excluding least developed countries",934,2053,6813311.782
"Less developed regions, excluding least developed countries",934,2054,6844336.778
"Less developed regions, excluding least developed countries",934,2055,6875336.568
"Less developed regions, excluding least developed countries",934,2056,6906364.434
"Less developed regions, excluding least developed countries",934,2057,6937469.007
"Less developed regions, excluding least developed countries",934,2058,6968690.549
"Less developed regions, excluding least developed countries",934,2059,7000065.786
"Less developed regions, excluding least developed countries",934,2060,7031634.789
"Less developed regions, excluding least developed countries",934,2061,7063447.117
"Less developed regions, excluding least developed countries",934,2062,7095554.987
"Less developed regions, excluding least developed countries",934,2063,7128004.822
"Less developed regions, excluding least developed countries",934,2064,7160842.781
"Less developed regions, excluding least developed countries",934,2065,7194118.348
"Less developed regions, excluding least developed countries",934,2066,7227883.374
"Less developed regions, excluding least developed countries",934,2067,7262194.592
"Less developed regions, excluding least developed countries",934,2068,7297113.263
"Less developed regions, excluding least developed countries",934,2069,7332704.121
"Less developed regions, excluding least developed countries",934,2070,7369030.613
"Less developed regions, excluding least developed countries",934,2071,7406146.015
"Less developed regions, excluding least developed countries",934,2072,7444107.778
"Less developed regions, excluding least developed countries",934,2073,7482989.1
"Less developed regions, excluding least developed countries",934,2074,7522868.19
"Less developed regions, excluding least developed countries",934,2075,7563815.135
"Less developed regions, excluding least developed countries",934,2076,7605881.34
"Less developed regions, excluding least developed countries",934,2077,7649111.104
"Less developed regions, excluding least developed countries",934,2078,7693556.233
"Less developed regions, excluding least developed countries",934,2079,7739266.567
"Less developed regions, excluding least developed countries",934,2080,7786285.23
"Less developed regions, excluding least developed countries",934,2081,7834652.889
"Less developed regions, excluding least developed countries",934,2082,7884398.673
"Less developed regions, excluding least developed countries",934,2083,7935536.799
"Less developed regions, excluding least developed countries",934,2084,7988072.752
"Less developed regions, excluding least developed countries",934,2085,8042015.131
"Less developed regions, excluding least developed countries",934,2086,8097388.35
"Less developed regions, excluding least developed countries",934,2087,8154216.581
"Less developed regions, excluding least developed countries",934,2088,8212506.05900001
"Less developed regions, excluding least developed countries",934,2089,8272259.025
"Less developed regions, excluding least developed countries",934,2090,8333482.606
"Less developed regions, excluding least developed countries",934,2091,8396193.477
"Less developed regions, excluding least developed countries",934,2092,8460416.17
"Less developed regions, excluding least developed countries",934,2093,8526180.186
"Less developed regions, excluding least developed countries",934,2094,8593516.69099999
"Less developed regions, excluding least developed countries",934,2095,8662455.363
"Less developed regions, excluding least developed countries",934,2096,8733023.952
"Less developed regions, excluding least developed countries",934,2097,8805246.778
"Less developed regions, excluding least developed countries",934,2098,8879144.971
"Less developed regions, excluding least developed countries",934,2099,8954737.4
"Less developed regions, excluding least developed countries",934,2100,9032039.08799999
"Less developed regions, excluding China",948,2020,5050207.589
"Less developed regions, excluding China",948,2021,5125829.474
"Less developed regions, excluding China",948,2022,5202186.337
"Less developed regions, excluding China",948,2023,5279194.927
"Less developed regions, excluding China",948,2024,5356783.764
"Less developed regions, excluding China",948,2025,5434892.876
"Less developed regions, excluding China",948,2026,5513474.894
"Less developed regions, excluding China",948,2027,5592493.454
"Less developed regions, excluding China",948,2028,5671923.406
"Less developed regions, excluding China",948,2029,5751748.651
"Less developed regions, excluding China",948,2030,5831957.301
"Less developed regions, excluding China",948,2031,5912536.142
"Less developed regions, excluding China",948,2032,5993466.453
"Less developed regions, excluding China",948,2033,6074722.047
"Less developed regions, excluding China",948,2034,6156274.483
"Less developed regions, excluding China",948,2035,6238109.707
"Less developed regions, excluding China",948,2036,6320239.113
"Less developed regions, excluding China",948,2037,6402689.502
"Less developed regions, excluding China",948,2038,6485486.237
"Less developed regions, excluding China",948,2039,6568663.003
"Less developed regions, excluding China",948,2040,6652263.096
"Less developed regions, excluding China",948,2041,6736324.825
"Less developed regions, excluding China",948,2042,6820908.338
"Less developed regions, excluding China",948,2043,6906109.727
"Less developed regions, excluding China",948,2044,6992044.027
"Less developed regions, excluding China",948,2045,7078816.698
"Less developed regions, excluding China",948,2046,7166500.694
"Less developed regions, excluding China",948,2047,7255161
"Less developed regions, excluding China",948,2048,7344886.657
"Less developed regions, excluding China",948,2049,7435769.687
"Less developed regions, excluding China",948,2050,7527896.562
"Less developed regions, excluding China",948,2051,7621345.671
"Less developed regions, excluding China",948,2052,7716186.45
"Less developed regions, excluding China",948,2053,7812483.327
"Less developed regions, excluding China",948,2054,7910295.912
"Less developed regions, excluding China",948,2055,8009685.255
"Less developed regions, excluding China",948,2056,8110726.128
"Less developed regions, excluding China",948,2057,8213489.852
"Less developed regions, excluding China",948,2058,8318030.251
"Less developed regions, excluding China",948,2059,8424396.03
"Less developed regions, excluding China",948,2060,8532644.509
"Less developed regions, excluding China",948,2061,8642853.97
"Less developed regions, excluding China",948,2062,8755108.699
"Less developed regions, excluding China",948,2063,8869481.018
"Less developed regions, excluding China",948,2064,8986044.054
"Less developed regions, excluding China",948,2065,9104880.32799999
"Less developed regions, excluding China",948,2066,9226084.018
"Less developed regions, excluding China",948,2067,9349761.318
"Less developed regions, excluding China",948,2068,9476026.565
"Less developed regions, excluding China",948,2069,9605002.911
"Less developed regions, excluding China",948,2070,9736815.013
"Less developed regions, excluding China",948,2071,9871579.448
"Less developed regions, excluding China",948,2072,10009420.37
"Less developed regions, excluding China",948,2073,10150482.756
"Less developed regions, excluding China",948,2074,10294920.919
"Less developed regions, excluding China",948,2075,10442884.529
"Less developed regions, excluding China",948,2076,10594506.437
"Less developed regions, excluding China",948,2077,10749916.947
"Less developed regions, excluding China",948,2078,10909260.4
"Less developed regions, excluding China",948,2079,11072683.686
"Less developed regions, excluding China",948,2080,11240329.387
"Less developed regions, excluding China",948,2081,11412333.733
"Less developed regions, excluding China",948,2082,11588826.271
"Less developed regions, excluding China",948,2083,11769932.973
"Less developed regions, excluding China",948,2084,11955776.173
"Less developed regions, excluding China",948,2085,12146479.529
"Less developed regions, excluding China",948,2086,12342176.445
"Less developed regions, excluding China",948,2087,12542997.711
"Less developed regions, excluding China",948,2088,12749061.049
"Less developed regions, excluding China",948,2089,12960480.569
"Less developed regions, excluding China",948,2090,13177376.161
"Less developed regions, excluding China",948,2091,13399877.445
"Less developed regions, excluding China",948,2092,13628122.431
"Less developed regions, excluding China",948,2093,13862254.537
"Less developed regions, excluding China",948,2094,14102419.444
"Less developed regions, excluding China",948,2095,14348762.082
"Less developed regions, excluding China",948,2096,14601426.037
"Less developed regions, excluding China",948,2097,14860552.254
"Less developed regions, excluding China",948,2098,15126279.112
"Less developed regions, excluding China",948,2099,15398743.61
"Less developed regions, excluding China",948,2100,15678079.317
Land-locked Developing Countries (LLDC),1636,2020,533143.398
Land-locked Developing Countries (LLDC),1636,2021,546047.25
Land-locked Developing Countries (LLDC),1636,2022,559301.609
Land-locked Developing Countries (LLDC),1636,2023,572900.681
Land-locked Developing Countries (LLDC),1636,2024,586840.666
Land-locked Developing Countries (LLDC),1636,2025,601119.414
Land-locked Developing Countries (LLDC),1636,2026,615736.928
Land-locked Developing Countries (LLDC),1636,2027,630695.002
Land-locked Developing Countries (LLDC),1636,2028,645997.115
Land-locked Developing Countries (LLDC),1636,2029,661647.966
Land-locked Developing Countries (LLDC),1636,2030,677652.583
Land-locked Developing Countries (LLDC),1636,2031,694014.999
Land-locked Developing Countries (LLDC),1636,2032,710737.292
Land-locked Developing Countries (LLDC),1636,2033,727819.142
Land-locked Developing Countries (LLDC),1636,2034,745259.04
Land-locked Developing Countries (LLDC),1636,2035,763058.028
Land-locked Developing Countries (LLDC),1636,2036,781223.021
Land-locked Developing Countries (LLDC),1636,2037,799762.957
Land-locked Developing Countries (LLDC),1636,2038,818683.515
Land-locked Developing Countries (LLDC),1636,2039,837990.75
Land-locked Developing Countries (LLDC),1636,2040,857693.653
Land-locked Developing Countries (LLDC),1636,2041,877803.007
Land-locked Developing Countries (LLDC),1636,2042,898334.583
Land-locked Developing Countries (LLDC),1636,2043,919309.31
Land-locked Developing Countries (LLDC),1636,2044,940751.649
Land-locked Developing Countries (LLDC),1636,2045,962685.087
Land-locked Developing Countries (LLDC),1636,2046,985127.434
Land-locked Developing Countries (LLDC),1636,2047,1008096.799
Land-locked Developing Countries (LLDC),1636,2048,1031616.678
Land-locked Developing Countries (LLDC),1636,2049,1055712.223
Land-locked Developing Countries (LLDC),1636,2050,1080407.26
Land-locked Developing Countries (LLDC),1636,2051,1105722.138
Land-locked Developing Countries (LLDC),1636,2052,1131675.923
Land-locked Developing Countries (LLDC),1636,2053,1158289.435
Land-locked Developing Countries (LLDC),1636,2054,1185583.376
Land-locked Developing Countries (LLDC),1636,2055,1213577.559
Land-locked Developing Countries (LLDC),1636,2056,1242292.716
Land-locked Developing Countries (LLDC),1636,2057,1271747.216
Land-locked Developing Countries (LLDC),1636,2058,1301955.824
Land-locked Developing Countries (LLDC),1636,2059,1332931.492
Land-locked Developing Countries (LLDC),1636,2060,1364689.101
Land-locked Developing Countries (LLDC),1636,2061,1397249.424
Land-locked Developing Countries (LLDC),1636,2062,1430633.615
Land-locked Developing Countries (LLDC),1636,2063,1464857.84
Land-locked Developing Countries (LLDC),1636,2064,1499937.353
Land-locked Developing Countries (LLDC),1636,2065,1535890.47
Land-locked Developing Countries (LLDC),1636,2066,1572741.646
Land-locked Developing Countries (LLDC),1636,2067,1610518.324
Land-locked Developing Countries (LLDC),1636,2068,1649247.385
Land-locked Developing Countries (LLDC),1636,2069,1688957.532
Land-locked Developing Countries (LLDC),1636,2070,1729679.281
Land-locked Developing Countries (LLDC),1636,2071,1771443.933
Land-locked Developing Countries (LLDC),1636,2072,1814286.365
Land-locked Developing Countries (LLDC),1636,2073,1858245.769
Land-locked Developing Countries (LLDC),1636,2074,1903364.476
Land-locked Developing Countries (LLDC),1636,2075,1949684.801
Land-locked Developing Countries (LLDC),1636,2076,1997245.542
Land-locked Developing Countries (LLDC),1636,2077,2046086.389
Land-locked Developing Countries (LLDC),1636,2078,2096252.449
Land-locked Developing Countries (LLDC),1636,2079,2147790.894
Land-locked Developing Countries (LLDC),1636,2080,2200748.052
Land-locked Developing Countries (LLDC),1636,2081,2255167.415
Land-locked Developing Countries (LLDC),1636,2082,2311091.381
Land-locked Developing Countries (LLDC),1636,2083,2368563.437
Land-locked Developing Countries (LLDC),1636,2084,2427627.017
Land-locked Developing Countries (LLDC),1636,2085,2488325.897
Land-locked Developing Countries (LLDC),1636,2086,2550706.15
Land-locked Developing Countries (LLDC),1636,2087,2614812.779
Land-locked Developing Countries (LLDC),1636,2088,2680688.075
Land-locked Developing Countries (LLDC),1636,2089,2748373.526
Land-locked Developing Countries (LLDC),1636,2090,2817912.798
Land-locked Developing Countries (LLDC),1636,2091,2889352.435
Land-locked Developing Countries (LLDC),1636,2092,2962741.955
Land-locked Developing Countries (LLDC),1636,2093,3038132.715
Land-locked Developing Countries (LLDC),1636,2094,3115577.125
Land-locked Developing Countries (LLDC),1636,2095,3195127.663
Land-locked Developing Countries (LLDC),1636,2096,3276836.718
Land-locked Developing Countries (LLDC),1636,2097,3360756.41
Land-locked Developing Countries (LLDC),1636,2098,3446938.291
Land-locked Developing Countries (LLDC),1636,2099,3535433.836
Land-locked Developing Countries (LLDC),1636,2100,3626294.084
Small Island Developing States (SIDS),1637,2020,72076.098
Small Island Developing States (SIDS),1637,2021,72786.565
Small Island Developing States (SIDS),1637,2022,73497.542
Small Island Developing States (SIDS),1637,2023,74208.462
Small Island Developing States (SIDS),1637,2024,74918.536
Small Island Developing States (SIDS),1637,2025,75626.471
Small Island Developing States (SIDS),1637,2026,76330.754
Small Island Developing States (SIDS),1637,2027,77029.45
Small Island Developing States (SIDS),1637,2028,77720.175
Small Island Developing States (SIDS),1637,2029,78400.836
Small Island Developing States (SIDS),1637,2030,79069.295
Small Island Developing States (SIDS),1637,2031,79724.366
Small Island Developing States (SIDS),1637,2032,80366.29
Small Island Developing States (SIDS),1637,2033,80996.584
Small Island Developing States (SIDS),1637,2034,81617.784
Small Island Developing States (SIDS),1637,2035,82231.691
Small Island Developing States (SIDS),1637,2036,82839
Small Island Developing States (SIDS),1637,2037,83439.309
Small Island Developing States (SIDS),1637,2038,84032.535
Small Island Developing States (SIDS),1637,2039,84618.208
Small Island Developing States (SIDS),1637,2040,85196.251
Small Island Developing States (SIDS),1637,2041,85767.126
Small Island Developing States (SIDS),1637,2042,86331.576
Small Island Developing States (SIDS),1637,2043,86890.37
Small Island Developing States (SIDS),1637,2044,87444.592
Small Island Developing States (SIDS),1637,2045,87995.047
Small Island Developing States (SIDS),1637,2046,88542.58
